,product,reviewid,thumbsup,thumbsdown,shortreview,longreview,pros,cons,link
62,Used 2015 Honda Accord Hybrid,Lighting Engineer,5,0,"""Hybrid fuel economy depends on outside temperature""","For those who have focused on good or poor fuel economy of the Accord Hybrid, it all depends on the exterior temperature.  I too bought my car in January and was disappointed by the fuel economy of 38 MPG until the weather became moderate.  Once daily temperatures averaged above 60 F or so, it has become very easy to obtain rated MPG values if driving moderately.  Cold weather is the worst enemy of a hybrids, or in particular, Honda hybrids.  When it is cold, the small engine has to run much more to maintain operational temperatures for the engine system.  When the heater is used, heat energy is removed from the heater core, thus cooling the engine, thus causing it to run more.  Seat heaters drain the battery.  In the winter, more lighting is used by the car, draining the battery.  Draining the battery starts the engine sooner.  My average MPG in my second winter of usage is again about 35-40 MPG for most trips.  I believe this is not too much higher than the efficiency of the 4-cylinder engine, since that would dictate the least efficient state of the car.  (and by comparison, the standard 2017 Accord 2.5L engine does about 38 MPG on the highway)  I can commonly obtain 50 MPG travel both in town and on the highway up to 70 MPH when the weather is between 60 F and 90 F.  Just today, April 1st 2019, I took a short 2 mile trip and averaged 60 MPG.  I averaged 40-50 MPG on my other trips in town today.  Outdoor temperatures were around 65 F and the engine generally only ran when I moderately used the accelerator.  All in all, hybrids probably come closer to obtaining ideal MPG values in warmer climates, not cold climates.  Even the air conditioner in the summer does not use nearly as much energy in the summer as the combined need of the engine to run to maintain operational temperatures and run the heater core.  Additionally, HWY driving in cold temperatures is made worse by the higher density of cold air.  Driving 75+ MPH in sub freezing temperatures will also kill fuel economy.  Plus, all the cold air rushing into the engine bay cools the engine off even quicker on the highway, necessitating the need to run the engine more to maintain operational temperatures.  Honda hybrids sort of love hot days since the engine will always stay warm.  There should be more information published stating the deficiency of cold weather on hybrid systems.  To note, the Accord hybrid LOVES cruising at 45-50 MPH on a warm day...it will run on EV from stop light to stop light, only running the engine when accelerating.  I also had a 2015 Accord with the V6 engine and it did not care what the exterior temperature was.  The V6 engine was the limiting factor on the car efficiency.  While an EXCELLENT and very efficient V6 engine, it dictated the car's efficiency more than aerodynamics or air density did or the accessories running inside the car.  Overall, I actually averaged 27 MPG in that car, which was 1 MPG over the average for that engine.  That was partly because I used that car for a lot of highway driving at 75+ MPH.  When I use my 2017 hybrid for a lot of highway driving over 75+ MPH, economy sinks no matter the temperature.  In the end, I expect my 2017 Accord Hybrid to average about 39 MPG over the life of the car.  That is 12 MPG better than the V6 and about 6 MPG better than the average rating of the 2.5L engine.  I got my Accord Hybrid Touring new at a great clearance price after the 2018's were released, just about $200 more than the list price of a EX-L 4-cylinder, so I think the car does great overall on economy in that respect.  I have no premium cost to recoup.  I just wish it had a full trunk and fold down seats....Read less","Design, driving performance, quality","Smaller trunk, no rear seat folddown, seat comfort",https://www.kbb.com//honda/accord-hybrid/2015/consumer-reviews/
63,Used 2015 Honda Accord Hybrid,NA,NA,NA,NA,NA,"Design, driving performance, quality","Smaller trunk, no rear seat folddown, seat comfort",https://www.kbb.com//honda/accord-hybrid/2015/consumer-reviews/
64,Used 2015 Honda Accord Hybrid,DannyK,1,0,"""This is the best car I have ever owned.""","This car, has easy both front, and rear access.  It is exceptionally comfortable, holds it's value, is very efficient, is well equipped, and is extremely easy to drive.  I call her Black Beauty, due to her being black, both inside and out.  Due to the fact that the hybrid batteries are in the trunk, I had to sacrifice some trunk space, but there is still adequate storage space.  The safety systems are very accurate, and extremely efficient.  The only thing I don't have is low speed adaptive cruise control, below 25 miles per hour, but frankly, I prefer control of my car at lower speed anyway.  Another short coming on this car was the lack of a spare tire, which I purchased a compact spare myself, and I was able to set up the trunk to easily accommodate it.  Another short coming is not being able to fold the rear seats down, but these short comings are far over shadowed by the numerous advantages this car.  I drive this car primarily on the highway, with my wife, and have found the mileage to be amazing.  The large gas tank makes for less fill ups.  The ride is extremely comfortable, with this car holding the road very well, and absorbing the bumps.  Getting in and out of this car, both front and rear, is very easy, which was one of the major reasons I bought it, in the first place.  Since I took the Touring version of this Accord Hybrid, I have every feature, that I could possibly have, for a 2017 Honda Accord Hybrid.  This is an absolutely amazing vehicle, with easy access, being very safe, reliable, comfortable, and efficient.  Except for what I consider very minor short comings, this is the best car, I have ever owned.Read less","Reliable, Efficient, Comfortable, Easy Access.","No spare tire, a smaller trunk.",https://www.kbb.com//honda/accord-hybrid/2015/consumer-reviews/
65,Used 2015 Honda Accord Hybrid,NA,NA,NA,NA,NA,"Reliable, Efficient, Comfortable, Easy Access.","No spare tire, a smaller trunk.",https://www.kbb.com//honda/accord-hybrid/2015/consumer-reviews/
66,Used 2015 Honda Accord Hybrid,Dannyk9411,0,0,"""This is the best car, I have ever owned.""","This car is extremely reliable, efficient, comfortable, and easy to drive.  This car, which I have named Black beauty, due to it's black leather interior, as well as it's black exterior, is the best car I have ever owned, and I am very pro American.  This 2017 Honda Accord Hybrid Touring has more than enough power, averaging 40 miles per gallon, with mostly highway driving.  Every time I fill her up, I have over 600 miles of range, due to the combination of her high mileage per gallon, and large gas tank.  Because the builders, Honda, wanted to get the best fuel economy, there was no spare tire, or tools, for a tire change, in this car, when I purchased her, only having a compressor, under the trunk's main storage.  I therefore, pulled out the compressor, with it's storage compartment, and put a compact spare there, with tools, which included a car powered hydraulic jack, and a drill type wrench, for the lugs, along with conventional tools, as well, as back up.  The trunk is slightly smaller, than a conventional 2017 Honda Accord trunk, because of the hybrid battery storage, but it is adequate.  The combination of a 2 liter engine, with 2 electric motors, gives this car 212 hp, which packs a good punch, and the CVT transmission it is paired with works like a conventional transmission, and is an excellent pairing, for this power plant.  My car came with large efficient Michelin tires, that hold the road extremely well, and driving this car, is a breeze.  Comfort is excellent, for all seats, front and rear.  Since this is the top of the line, Touring version, it has all the bells and whistles, for the 2107 model, which all perform flawlessly, and are much more than adequate.  I have put almost 32,000 miles, on Black Beauty, in less than 2 years, and have had no problems, with any of it's components, which speaks extremely well, for Honda technology, and reliability.  This 2017 Honda Accord Hybrid was built completely in Japan, unlike conventional Accords, which are built in America, which also speaks extremely well, for Japanese car building.  American car companies can learn a great deal, from this Japanese car, and really should.  I'm really impressed, and extremely pleased, with my purchase, and have really put her to the test.Read less","Reliability, Comfort, Ride, Style, Power, Mileage.","No spare tire, smaller trunk.",https://www.kbb.com//honda/accord-hybrid/2015/consumer-reviews/
67,Used 2015 Honda Accord Hybrid,NA,NA,NA,NA,NA,"Reliability, Comfort, Ride, Style, Power, Mileage.","No spare tire, smaller trunk.",https://www.kbb.com//honda/accord-hybrid/2015/consumer-reviews/
68,Used 2015 Honda Accord Hybrid,Mike,0,0,"""All I can say is everyone should own one.""",It's an unbelievable car in every way. Gas price is not an issue any more. Ready for a new one.,"Beautiful styling, comfort, ride, ouiet.",Tinting is too low on windshield.,https://www.kbb.com//honda/accord-hybrid/2015/consumer-reviews/
69,Used 2015 Honda Accord Hybrid,NA,NA,NA,NA,NA,"Beautiful styling, comfort, ride, ouiet.",Tinting is too low on windshield.,https://www.kbb.com//honda/accord-hybrid/2015/consumer-reviews/
70,Used 2015 Honda Accord Hybrid,usasanam,0,0,"""the best vehicle I've ever owned""","the best vehicle I've ever owned. Love Hondas, Reliable, Dependable, Durable. What can i say.","Great Gas mileage, Durable, Reliable, Depandable",Very Less visit to Gas Stations and mechanics.,https://www.kbb.com//honda/accord-hybrid/2015/consumer-reviews/
71,Used 2015 Honda Accord Hybrid,NA,NA,NA,NA,NA,"Great Gas mileage, Durable, Reliable, Depandable",Very Less visit to Gas Stations and mechanics.,https://www.kbb.com//honda/accord-hybrid/2015/consumer-reviews/
72,Used 2015 Honda Accord Hybrid,DannyK,1,0,"""Excellent Hybrid Car""","I have had this car for a year and a half, and have driven it in all conditions.  I found that it is extremely reliable, comfortable, powerful, and efficient.  I like the fact that it has a 15.8 gallon gas tank, making for less fuel stops.  The gas mileage, is very good, averaging over 40 miles per gallon on all trips regardless of how much highway driving I have to do.  I especially like the two screen viewing system, and its easy access, to both the front and back seats.  The only drawbacks are that it has a relatively small trunk, 13.5 cu. ft., no auto cruise under 25 miles per hour, and does not come with a spare tire, having a compressor instead.  I find the infotainment system easy to use.  I have removed the included compressor, and its lower compartment, and have purchased and placed a spare tire, with tools in its place, and recommend that all drivers of this vehicle do so as well.Read less","Excellent value, easy access, efficient, reliable.","Small trunk, no spare tire, no low speed cruise.",https://www.kbb.com//honda/accord-hybrid/2015/consumer-reviews/
73,Used 2015 Honda Accord Hybrid,NA,NA,NA,NA,NA,"Excellent value, easy access, efficient, reliable.","Small trunk, no spare tire, no low speed cruise.",https://www.kbb.com//honda/accord-hybrid/2015/consumer-reviews/
74,Used 2015 Honda Accord Hybrid,MARDIE,0,0,"""Great vehicle, smooth driving car. Beautiful.""","This vehicle drives like a dream. Amazing technology.

Lane Assist is incredible!","Attractive, Fantastic on Fuel Consumption.",None found yet!,https://www.kbb.com//honda/accord-hybrid/2015/consumer-reviews/
75,Used 2015 Honda Accord Hybrid,NA,NA,NA,NA,NA,"Attractive, Fantastic on Fuel Consumption.",None found yet!,https://www.kbb.com//honda/accord-hybrid/2015/consumer-reviews/
